index geno pheno1 pheno2 fit
1472 1 0.197846 1.0831 0.965101
1473 1 1.22771 2.18027 1.01138
1474 1 -0.98987 1.34052 0.918699
1475 1 0.71801 -0.0457856 1.04431
1476 0 -0.582311 1.19181 0.924698
1477 0 -0.0310881 -1.7508 1.0703
1478 1 2.29609 -0.551262 1.13686
1479 0 3.40936 1.22734 1.12301
1480 0 -0.754035 1.38598 0.928143
1481 1 0.182608 0.897086 0.987385
1482 0 0.559536 0.953849 0.993192
1483 0 -0.764678 0.423329 0.98302
1484 0 0.249495 1.0934 0.972892
1485 1 2.96267 2.43206 1.0807
1486 1 0.382203 0.232944 1.01535
1487 1 0.820121 0.965359 1.01166
1488 2 1.9316 1.6574 1.03046
1489 0 0.807262 -0.467168 1.05076
1490 1 0.455022 -0.24861 1.03689
1491 1 1.79157 0.0193191 1.07239
1492 1 1.91463 1.15925 1.05109
1493 1 1.75052 0.493394 1.07434
1494 0 -0.0227013 0.192725 0.981998
1495 0 -0.191619 -0.814854 1.03395
1496 1 1.77538 0.192115 1.08488
1497 2 3.94058 2.23659 1.15257
1498 0 -1.92085 -2.12873 0.95255
1499 1 1.11071 0.579308 1.05359
1500 1 0.375449 1.19507 0.980974
1501 1 -1.09684 0.723199 0.910401
1502 1 0.542005 0.107362 1.03701
1503 2 2.29028 2.35403 1.03724
1504 0 0.0220538 -0.87935 1.02536
1505 0 -0.275457 0.660542 0.986479
1506 1 0.74453 -0.482713 1.03286
1507 1 1.12586 2.94712 0.953374
1508 1 1.64989 -0.0744982 1.06545
1509 2 1.94972 1.23707 1.05832
1510 0 -0.699261 -0.0792909 0.968191
1511 0 0.0974191 0.515042 1.00397
1512 2 0.863329 2.03417 0.97943
1513 1 2.26726 0.874233 1.09292
1514 1 0.797721 2.1436 0.995771
1515 2 1.04647 1.58299 1.02598
1516 0 0.355253 0.186652 1.0111
1517 1 0.339074 0.415985 1.00119
1518 2 -0.13866 0.829159 0.96823
1519 0 1.64597 0.576894 1.06662
1520 0 1.34613 -0.348326 1.08485
1521 2 0.81065 1.03578 1.00892
1522 1 -0.669728 1.81144 0.914013
1523 1 0.770824 2.05793 0.980522
1524 2 2.34791 2.67221 1.02863
1525 0 0.816965 -2.28434 1.10531
1526 0 -0.133967 -1.01285 1.04697
1527 1 2.52647 -0.889039 1.17106
1528 1 2.14367 1.33225 1.08934
1529 1 0.303557 0.816366 0.994289
1530 0 -0.451135 0.706921 0.958897
1531 1 -0.539737 2.32685 0.916609
1532 0 -0.203534 -0.384504 0.973401
1533 1 1.20901 1.52367 1.0164
1534 1 2.09165 1.4796 1.07526
1535 0 1.27603 -0.721193 1.09829
1536 1 0.562242 0.649089 1.00753
1537 2 1.18676 1.49671 1.01774
1538 2 2.10721 2.70634 1.01934
1539 0 1.20966 -0.491813 1.06618
1540 1 2.44853 0.803882 1.08965
1541 0 -0.116928 -1.16773 1.01844
1542 0 1.76447 0.413648 1.07024
1543 1 1.03663 0.00192535 1.06876
1544 0 0.16084 2.8288 0.920955
1545 0 -1.29973 -1.57841 0.991856
1546 0 0.746164 0.874084 1.02379
1547 0 0.663806 -0.247407 1.05059
1548 0 -1.42755 -0.703369 0.941175
1549 1 0.194473 1.47555 0.954206
1550 0 -0.219526 0.92622 0.966887
1551 1 2.17826 0.208685 1.11647
1552 0 -1.20824 -1.20317 0.979256
1553 0 -0.231673 2.09923 0.931165
1554 2 3.48219 1.94934 1.11489
1555 0 0.412526 -0.462825 1.03292
1556 0 -0.331456 0.229423 0.984109
1557 0 -0.306754 -0.0114518 0.987905
1558 1 1.56577 -0.236859 1.08066
1559 1 0.839366 0.897821 1.0305
1560 1 1.75309 2.11404 1.02172
1561 0 -0.6948 -0.36097 0.976613
1562 1 1.55906 3.38206 0.970258
1563 1 2.06825 1.05067 1.07028
1564 1 1.59911 3.26564 0.981082
1565 0 -0.709076 1.12918 0.918324
1566 1 -0.685205 0.5771 0.947089
1567 0 -0.547633 -0.379798 0.991913
1568 2 2.93843 1.20761 1.11725
1569 1 3.24954 1.94112 1.10438
1570 0 -0.491395 1.47959 0.922552
1571 2 2.02973 3.25707 1.01089
1572 1 0.75758 0.155577 1.03091
1573 0 0.691057 0.379339 1.00398
1574 1 0.0489333 0.257302 0.991839
1575 2 3.01686 1.78073 1.0892
1576 2 2.15502 1.65495 1.04229
1577 1 2.19269 0.315034 1.11228
1578 2 3.20525 2.23985 1.09062
1579 0 -1.10701 -0.35856 0.958423
1580 1 2.7329 1.74257 1.09353
1581 0 -0.362885 -0.454776 0.99937
1582 1 1.15928 -0.0188299 1.05129
1583 0 -0.293829 -0.405114 1.01899
1584 1 1.91207 1.0412 1.07744
1585 1 1.00354 -0.0288198 1.06756
1586 1 2.56053 0.375464 1.09053
1587 1 0.490541 0.729777 0.99359
1588 1 0.964364 2.06758 0.979018
1589 0 -0.874515 0.963985 0.923372
1590 0 1.86049 -1.08336 1.13072
1591 1 1.47842 0.529803 1.05619
1592 2 0.14255 1.67946 0.95248
1593 0 -0.6673 -0.274078 0.959012
1594 1 -0.950536 2.20565 0.913259
1595 0 0.042598 -0.1491 0.995606
1596 1 3.62792 0.983884 1.1633
1597 1 0.501979 0.904432 1.00701
1598 0 -0.716625 -0.809411 0.985066
1599 0 -0.214706 0.189775 0.982877
1600 1 0.273467 -0.185923 0.997519
1601 1 0.43884 0.732919 1.00858
1602 1 1.97129 0.716029 1.0681
1603 1 1.60804 0.429413 1.07476
1604 1 1.54552 2.78619 0.991741
1605 1 1.17295 -0.574985 1.06781
1606 1 3.09499 1.36245 1.10854
1607 1 -0.032156 1.27292 0.978085
1608 1 0.948397 1.11707 1.01348
1609 2 2.21124 1.7065 1.05949
1610 2 0.993376 0.409758 1.04937
1611 0 0.93198 0.636291 1.03247
1612 1 1.59336 0.0540271 1.09726
1613 1 -0.761231 1.1705 0.931684
1614 0 0.833411 0.0617766 1.03084
1615 1 2.14168 0.840646 1.08501
1616 1 2.73613 -0.325281 1.13972
1617 0 1.41938 0.458404 1.05577
1618 0 0.702255 1.75503 0.992051
1619 0 -0.516844 -0.384345 0.9852
1620 1 1.93781 1.12117 1.0854
1621 0 -0.0771921 -0.223268 0.994599
1622 0 -1.62851 0.580215 0.900276
1623 2 2.67593 3.10582 1.06328
1624 1 0.160408 2.27252 0.92151
1625 2 2.53965 2.22728 1.06106
1626 0 -0.390939 0.513118 0.984244
1627 1 1.58575 1.54841 1.02536
1628 0 0.474222 -1.45289 1.06315
1629 0 -0.300739 1.08347 0.964439
1630 1 0.467396 -1.52693 1.07687
1631 1 0.179272 1.81854 0.960355
1632 1 0.953796 2.36714 0.972066
1633 1 1.54672 1.59815 1.02463
1634 0 1.30065 0.0296043 1.05805
1635 1 2.06994 1.35619 1.03766
1636 0 -1.25806 -0.191777 0.920448
1637 1 1.93262 1.53103 1.07423
1638 2 1.71836 1.02088 1.05761
1639 1 0.564359 1.43521 0.98763
1640 2 1.076 2.92575 0.970321
1641 1 -0.283297 -0.316163 0.997162
1642 0 0.611551 1.22314 1.01126
1643 1 2.11852 0.751965 1.07631
1644 2 2.115 2.45284 1.04423
1645 1 0.267889 1.41652 0.969972
1646 1 -0.0749291 2.1294 0.927752
1647 1 -0.536971 0.30486 0.967532
1648 1 2.68146 0.985271 1.119
1649 1 3.37146 -0.704273 1.20148
1650 0 -0.69142 -0.925176 0.996624
1651 2 3.43717 0.963693 1.15387
1652 0 -0.228467 1.28215 0.958876
1653 2 1.14382 1.6877 1.00983
1654 1 2.14706 0.82554 1.0942
1655 1 1.27227 0.302372 1.05004
1656 1 0.201415 1.79417 0.967943
1657 0 1.72492 0.322249 1.06001
1658 0 -1.00892 0.90881 0.924198
1659 0 -1.18309 1.53694 0.89195
1660 1 0.293661 1.11913 0.973312
1661 0 -0.773582 -0.691047 0.988843
1662 0 1.2579 -1.61005 1.11799
1663 1 0.124174 2.47519 0.93592
1664 0 -0.12633 0.653691 0.982902
1665 0 -3.34013 -0.793964 0.843999
1666 2 3.98336 1.17594 1.17238
1667 2 2.34188 2.50966 1.03563
1668 1 0.475693 1.18876 1.00283
1669 0 -0.447735 0.199571 0.965487
1670 0 1.6666 -0.500532 1.10486
1671 1 0.23627 1.87539 0.94398
1672 0 0.970396 1.56968 1.00666
1673 1 0.295487 2.35601 0.953012
1674 1 0.914218 2.14326 0.990358
1675 1 0.380987 -0.305187 1.02782
1676 0 0.344586 0.83944 1.00438
1677 0 -0.645217 0.146339 0.97918
1678 2 1.53281 1.23453 1.0468
1679 2 3.53525 3.75761 1.04713
1680 1 1.6525 1.94567 1.03286
1681 0 1.18662 -0.3355 1.0756
1682 2 2.79173 2.01449 1.07559
1683 1 1.95863 1.14423 1.07182
1684 2 1.63526 2.51294 1.01795
1685 1 -0.67187 0.666274 0.943512
1686 0 -0.617238 -1.98729 1.01527
1687 1 0.141981 -0.26333 1.00517
1688 0 -0.307407 -0.0589639 0.994651
1689 1 1.30784 0.371075 1.05158
1690 0 0.263017 0.186046 1.01128
1691 1 0.755155 1.69867 0.977133
1692 0 0.828182 -0.4048 1.04142
1693 0 0.143811 0.292602 1.01464
1694 0 0.808193 -1.83226 1.11799
1695 1 0.606405 -0.201706 1.02269
1696 2 1.41163 1.33705 1.01682
1697 1 1.04357 0.834511 1.03016
1698 2 1.3929 1.30982 1.0531
1699 0 0.791296 1.34617 1.00614
1700 0 0.886414 0.541929 1.02924
1701 2 2.33317 3.3545 1.01821
1702 0 0.833369 -1.49454 1.0836
1703 0 -0.384767 -0.567622 0.996325
1704 1 0.764252 1.80207 0.972234
1705 1 2.4733 1.9929 1.0523
1706 0 0.705829 -0.898099 1.07445
1707 0 -0.144253 -0.248083 0.99575
1708 1 -0.376841 0.928141 0.937781
1709 1 1.38358 1.03263 1.05461
1710 1 3.04868 -0.149299 1.15047
1711 0 -1.10238 -1.21914 0.979932
1712 1 0.870914 0.968263 1.03878
1713 2 2.33616 4.81186 0.985143
1714 1 -0.3554 0.136021 0.977747
1715 2 4.42531 1.07611 1.20126
1716 1 0.431944 0.305845 0.999574
1717 1 1.07753 -0.573295 1.06887
1718 0 -0.605203 -2.14009 1.04255
1719 0 -0.525799 -0.511601 0.997077
1720 0 1.14581 0.387919 1.04833
1721 2 1.10866 1.35715 1.01732
1722 0 -0.427618 -0.11591 0.982541
1723 2 2.16641 0.766551 1.08748
1724 0 -0.300085 0.0853167 0.986476
1725 1 -0.354913 1.18285 0.964681
1726 0 -1.06109 1.63162 0.891734
1727 1 1.83137 0.694754 1.06519
1728 1 -0.508587 0.0749761 0.964686
1729 1 2.19205 0.436303 1.08934
1730 2 0.801835 2.45765 0.957748
1731 1 1.05081 0.798046 1.01973
1732 1 1.30752 0.799676 1.03307
1733 1 2.34673 -0.886878 1.15124
1734 0 -0.00514406 0.790671 0.999944
1735 2 2.37761 2.30484 1.04933
1736 1 -0.879365 2.31078 0.893085
1737 0 0.423214 -2.34883 1.0819
1738 2 2.28744 2.7887 1.0189
1739 0 -2.11431 -0.260511 0.907242
1740 1 1.69994 0.223979 1.06818
1741 0 -0.38846 -0.637381 0.991497
1742 1 1.75642 3.4403 0.966164
1743 1 1.0125 0.0785305 1.04648
1744 0 -1.58505 0.62067 0.893724
1745 1 1.32055 1.75607 0.993447
1746 2 1.78828 0.801603 1.069
1747 1 1.01031 0.788991 1.02933
1748 1 0.210602 1.21492 0.983316
1749 0 -2.27298 -0.349853 0.888891
1750 1 0.900806 1.25149 1.00371
1751 2 3.2076 -0.715053 1.18909
1752 1 1.71907 0.598549 1.05996
1753 0 0.549608 1.31195 0.996464
1754 1 0.492543 0.998659 0.99811
1755 1 0.7999 0.322614 1.04304
1756 0 -0.0224418 -1.17335 1.03266
1757 0 0.173085 -0.395123 1.01329
1758 2 0.622541 1.25655 1.01623
1759 0 0.0529013 0.0853482 0.999176
1760 1 0.760532 2.74498 0.95302
1761 2 2.23062 1.63237 1.05566
1762 0 0.358611 -0.323411 1.03186
1763 1 -0.761357 1.38512 0.934625
1764 0 0.672775 -1.3491 1.06264
1765 0 0.610603 -0.405008 1.03869
1766 1 0.0678144 -0.12175 0.995389
1767 1 3.28108 0.669525 1.12252
1768 1 0.827789 -0.96598 1.08368
1769 1 1.1505 3.17609 0.97784
1770 0 -0.693336 0.719425 0.938765
1771 1 0.539456 0.00396061 1.02642
1772 0 2.02875 0.8454 1.07286
1773 0 -2.37181 1.89917 0.825631
1774 1 1.8128 -0.147738 1.08376
1775 2 1.88399 1.05479 1.05997
1776 2 2.40662 0.996286 1.10889
1777 0 -0.9926 -0.731632 0.990908
1778 1 3.80968 0.614407 1.1745
1779 1 -0.659227 -0.37697 0.994924
1780 0 -1.19204 1.40377 0.904484
1781 1 -0.75691 1.46922 0.901961
1782 0 0.27406 0.87361 0.977022
1783 1 1.0792 1.26348 1.02813
1784 0 -0.998634 0.45922 0.929768
1785 0 -2.43064 -0.0672601 0.898469
1786 1 -0.463968 1.2447 0.941022
1787 0 -1.18779 -0.468224 0.955024
1788 0 -0.562944 -1.81101 1.04335
1789 1 -0.434442 0.471602 0.954065
1790 0 -0.0927925 -0.989348 1.01709
1791 0 -0.749723 -0.17699 0.971763
1792 2 2.19069 0.873652 1.08174
1793 0 1.1658 -0.197227 1.06692
1794 1 1.61457 -1.25531 1.11066
1795 0 1.50908 0.387274 1.06315
1796 1 2.6579 1.43417 1.08837
1797 2 1.95436 1.99235 1.04266
1798 1 0.850136 0.726384 1.01195
1799 1 -0.532368 0.59889 0.952068
1800 0 -0.124277 -0.902827 1.00533
1801 2 2.13978 1.66924 1.05472
1802 1 1.47899 0.228348 1.08205
1803 0 1.22784 0.728398 1.03968
1804 1 0.211399 -0.27692 1.00919
1805 0 0.0156295 1.16478 0.971782
1806 0 0.43027 -0.362516 1.04654
1807 0 0.648408 0.356455 1.01257
1808 1 0.796415 0.00633311 1.03554
1809 0 0.130388 1.66511 0.949322
1810 1 0.330853 1.65406 0.968356
1811 1 2.01682 1.37857 1.05483
1812 1 -0.442037 2.06424 0.910221
1813 1 1.68728 1.69637 1.02357
1814 2 2.97687 1.91919 1.09602
1815 0 -1.2321 0.274111 0.917185
1816 1 2.23812 -0.980883 1.13984
1817 1 0.0911695 2.56756 0.928131
1818 1 -1.76596 1.74585 0.856742
1819 2 1.95133 2.84808 1.00241
1820 1 -0.287675 0.704561 0.962108
1821 2 2.86858 2.69985 1.05833
1822 1 1.22228 0.824718 1.03801
1823 0 -1.01705 0.762003 0.930736
1824 1 -0.659822 0.369681 0.957004
1825 0 -0.887053 0.490805 0.931794
1826 1 1.85658 -2.65437 1.17315
1827 1 1.81292 1.14954 1.04985
1828 1 -0.542955 0.257787 0.96049
1829 2 1.4542 3.32117 0.988531
1830 2 2.76596 1.62113 1.08838
1831 2 1.07389 1.06143 1.03426
1832 0 1.05039 0.202441 1.03751
1833 0 0.484568 0.190189 1.00942
1834 0 -0.548987 0.156432 0.958584
1835 2 1.97186 1.77968 1.04175
1836 1 0.820804 1.45 1.00062
1837 1 1.663 2.15583 1.04264
1838 1 -0.631713 1.67239 0.935972
1839 1 1.44511 -0.135082 1.08149
1840 0 1.00543 0.664825 1.02543
1841 1 1.29657 2.17426 1.00133
1842 0 -0.653943 -0.932742 0.998667
1843 0 0.989423 -0.404651 1.07118
1844 0 -0.830808 1.06907 0.918107
1845 2 3.25126 1.90308 1.11127
1846 1 1.04693 1.52873 1.00874
1847 2 0.184513 2.74016 0.913922
1848 2 2.17948 2.53291 1.03685
1849 0 0.35081 -1.75512 1.07285
1850 0 0.573845 -1.55973 1.08302
1851 1 0.980216 0.743248 1.0285
1852 2 2.27217 2.74541 1.04699
1853 2 1.88512 0.288035 1.07553
1854 0 0.187101 0.148359 0.992524
1855 1 2.02121 0.296992 1.0933
1856 1 -1.01639 0.796176 0.937616
1857 1 1.175 0.0846515 1.04272
1858 1 0.625324 2.03563 0.962046
1859 0 -0.996869 -0.0522116 0.9583
1860 1 0.548284 0.405473 1.00693
1861 0 -0.741192 -0.157115 0.968845
1862 2 2.1117 1.20168 1.07438
1863 2 1.06244 2.247 0.969864
1864 1 0.446127 -0.767087 1.02852
1865 1 0.815307 1.64014 0.992191
1866 1 -0.855125 1.17534 0.917491
1867 1 0.84396 0.878257 1.01702
1868 0 0.382138 2.30356 0.958117
1869 0 0.198972 1.47161 0.947438
1870 1 0.486546 0.63143 0.97915
1871 1 1.0983 1.63292 1.01592
1872 0 -0.248609 1.35472 0.951243
1873 2 4.18349 1.34749 1.15
1874 2 1.15215 3.04172 0.968645
1875 0 -0.028321 -0.00353909 0.998505
1876 0 0.122205 -0.558413 1.01123
1877 0 -0.281467 -0.120031 0.990959
1878 2 -0.129624 0.361765 0.991652
1879 0 1.26523 0.817757 1.04039
1880 1 2.71804 0.132927 1.11793
1881 2 1.81111 1.09105 1.05428
1882 0 -0.290937 0.374063 0.966199
1883 1 1.24486 2.45322 0.997245
1884 2 -0.117416 0.0269764 0.986991
1885 2 2.75845 2.23552 1.08668
1886 0 -2.06113 -0.186738 0.902687
1887 1 1.37131 1.50176 1.02887
1888 1 0.360502 1.21945 0.982838
1889 2 2.58187 3.94664 1.00821
1890 1 -0.266995 2.17094 0.921073
1891 0 -0.876882 0.0699062 0.949703
1892 2 1.15579 1.82892 1.01095
1893 1 0.521782 0.891392 0.999934
1894 1 0.0962712 1.95763 0.948944
1895 1 1.21717 2.02253 0.988582
1896 0 -0.445261 -0.16214 0.984445
1897 1 0.91175 2.98848 0.945018
1898 0 -0.382916 -1.83137 1.03386
1899 0 -0.36921 0.15277 0.972018
1900 1 1.53982 0.640162 1.07659
1901 0 1.3169 -0.612397 1.08296
1902 2 1.89101 1.93236 1.02157
1903 0 -0.134531 -2.08182 1.06531
1904 0 0.434155 0.176867 1.00202
1905 0 -0.0971569 2.20204 0.919102
1906 1 0.733695 1.85254 0.981507
1907 1 0.341023 1.39041 0.980185
1908 0 -0.267199 -2.97551 1.06839
1909 1 1.09268 1.0951 1.01571
1910 2 1.8 2.14199 1.02065
1911 1 -0.612833 1.05926 0.93688
1912 1 2.1298 0.408918 1.09308
1913 1 1.62495 1.0503 1.06672
1914 0 2.06163 0.0483814 1.10104
1915 1 0.88508 0.584784 1.0338
1916 0 -2.51823 0.124488 0.888661
1917 0 -2.03407 0.711504 0.873475
1918 1 -0.736353 0.972072 0.930613
1919 0 -0.322695 -0.21425 0.978034
1920 2 0.468671 0.844332 0.989114
1921 1 0.727248 0.606567 1.03418
1922 0 0.0200124 0.0538145 0.994804
1923 1 0.827589 1.64178 0.983529
1924 1 3.1018 0.0985941 1.15402
1925 1 -0.747494 1.75574 0.917226
1926 1 0.912891 -0.963026 1.06553
1927 1 0.894686 0.215773 1.03367
1928 2 4.52595 -0.294467 1.23168
1929 1 2.15303 -0.456157 1.11883
1930 1 2.48423 -0.124177 1.13782
1931 1 -1.03036 1.92881 0.884995
1932 0 1.40606 0.104824 1.07156
1933 1 0.422323 -0.32885 1.03558
1934 1 2.49732 1.26872 1.10777
1935 0 0.832433 -0.0268824 1.04522
1936 2 1.24394 2.01572 0.989643
1937 1 0.615607 0.561942 1.01612
1938 2 1.34481 4.12097 0.957353
1939 1 -0.48238 0.481054 0.953425
1940 2 2.21482 3.15826 1.03378
1941 1 0.513903 0.946576 1.00603
1942 1 -0.763376 0.131649 0.970962
1943 1 1.07041 2.23411 0.99268
1944 2 1.19092 3.00029 0.981182
1945 0 -0.683159 -1.30821 0.992465
1946 0 1.04155 0.605017 1.04845
1947 1 1.56119 1.23365 1.03099
1948 1 0.0958104 1.659 0.952577
1949 2 1.77148 3.04335 0.993123
1950 0 1.17665 2.45077 0.99915
1951 0 -1.21966 -0.28244 0.947501
1952 2 2.9631 2.48001 1.08282
1953 1 0.493838 1.04465 0.985397
1954 0 -1.14276 -0.127139 0.939749
1955 0 -0.316426 0.458636 0.961227
1956 0 -0.61026 1.35258 0.921331
1957 2 2.0859 4.50552 0.980236
1958 0 0.523095 1.16116 0.996107
1959 1 -0.0858806 2.17651 0.917339
1960 1 1.57744 2.5154 1.01722
1961 1 1.7409 2.60262 0.995984
1962 1 1.5485 2.94807 0.996085
1963 1 2.56941 2.21574 1.07122
1964 1 1.15472 2.50963 0.978707
1965 2 1.9257 1.66477 1.04111
1966 2 1.93084 2.62914 1.00167
1967 1 1.01889 -0.333029 1.05606
1968 0 0.228766 0.820006 0.995349
1969 2 2.86559 1.19758 1.10685
1970 1 1.36247 1.43013 1.0355
1971 0 -2.79138 0.562516 0.858709
1972 1 2.41406 3.22794 1.01461
1973 0 0.772994 -0.722918 1.0689
1974 0 -0.197129 -0.715477 1.01605
1975 0 -0.834532 -0.698676 0.970532
1976 2 0.920351 1.54526 1.00443
1977 1 1.58499 1.21908 1.02973
1978 1 2.94511 2.15414 1.07088
1979 0 0.0140733 1.6384 0.954151
1980 0 1.46416 -1.12105 1.11749
1981 1 -0.22255 -0.487981 0.996761
1982 0 -0.375487 0.173662 0.967532
1983 2 0.923914 2.95267 0.957808
1984 2 1.01227 1.01702 1.02378
1985 1 0.926047 2.74605 0.965602
1986 1 0.407275 1.40857 0.962582
1987 1 0.747094 2.43631 0.962828
1988 1 1.70396 0.338074 1.07081
1989 1 0.565146 -0.181248 1.0345
1990 1 1.0315 1.58878 0.998224
1991 1 1.27685 -0.229822 1.0655
1992 1 -1.18869 1.97473 0.900634
1993 0 -0.637687 -0.320834 0.972444
1994 1 0.437232 2.60038 0.941761
1995 2 1.22926 1.87433 1.01758
1996 0 0.403449 1.0878 0.987052
1997 0 -0.922047 -0.0730803 0.972325
1998 1 -1.43844 0.940806 0.907147
1999 0 1.12925 0.857164 1.03304
2000 1 1.3175 0.524263 1.07994
2001 0 2.06111 -0.464227 1.10102
2002 1 1.06897 -0.439756 1.069
2003 0 -1.40046 -0.903259 0.953738
2004 1 1.98604 2.0816 1.04238
2005 0 1.31378 -0.351641 1.09596
2006 0 -0.59588 0.717379 0.925642
2007 1 -0.401787 1.35666 0.925176
2008 0 0.519125 -0.285895 1.02368
2009 0 -1.42808 -0.114802 0.918196
2010 1 2.3958 1.57603 1.07341
2011 0 -0.558906 -1.51217 1.0184
2012 1 -0.864629 0.416638 0.930529
2013 1 -0.716554 1.43824 0.928881
2014 0 1.39817 1.02269 1.03431
2015 1 1.03148 0.641892 1.03336
2016 0 -0.425025 -0.640821 1.0053
2017 0 -0.284072 0.064874 0.993879
2018 0 0.805045 -2.16555 1.09875
2019 0 -0.160213 0.763611 0.970543
2020 1 1.11594 1.15121 1.00324
2021 0 -0.237149 0.306988 1.00829
2022 1 1.43654 0.797974 1.03377
2023 2 3.47713 1.38768 1.13722
2024 0 -0.425388 -0.951928 0.999645
2025 2 2.95684 2.05047 1.09574
2026 1 1.3727 1.58545 1.0314
2027 1 0.762404 -0.567882 1.04106
2028 2 0.953725 3.45594 0.944532
2029 0 0.0472578 0.377912 1.0091
2030 0 1.5598 -0.0689224 1.07309
2031 1 2.18284 2.47508 1.03573
2032 2 1.71519 1.97084 1.03455
2033 2 2.70028 2.35644 1.07488
2034 2 2.18665 2.17908 1.05055
2035 1 -0.675358 1.09605 0.915057
2036 1 1.84122 1.56895 1.03062
2037 1 0.982249 2.16241 0.992618
2038 1 1.28837 2.1811 1.00576
2039 1 0.699158 -0.707196 1.06172
2040 0 -0.673668 0.696494 0.947757
2041 1 2.09536 0.711423 1.0966
2042 1 1.82393 0.676791 1.08692
2043 1 1.36491 0.906887 1.03436
2044 1 0.644536 1.92405 0.974293
2045 2 0.539839 2.96817 0.924909
2046 1 0.511253 0.0813367 1.02164
2047 0 0.367229 -0.72503 1.03775
2048 0 0.025474 0.175241 0.998574
2049 0 -0.0647377 1.07157 0.951564
2050 1 2.26191 -0.311465 1.12072
2051 1 0.540807 0.699892 0.995377
2052 1 0.930983 0.885318 1.01923
2053 0 0.080577 -0.622368 1.00748
2054 0 1.34752 -0.0794946 1.06394
2055 1 -0.127635 1.23369 0.959925
2056 1 2.46906 1.99976 1.05807
2057 0 -0.566983 -1.315 1.01199
2058 2 0.591817 0.224966 1.01486
2059 1 1.02988 -0.0941702 1.03373
2060 2 2.18656 2.6738 1.02214
2061 0 1.23573 -1.21021 1.09771
2062 0 1.31019 -1.70748 1.11621
2063 0 0.591508 0.281761 1.02788
2064 2 3.61403 2.01633 1.11718
2065 1 1.18024 0.340178 1.04663
2066 2 1.85407 2.89602 0.997425
2067 1 -0.289217 0.92362 0.953806
2068 1 0.297824 1.80644 0.979098
2069 1 -0.807679 1.61243 0.919776
2070 0 -0.0558508 -0.554063 1.00859
2071 1 0.406197 -2.33666 1.08788
2072 2 0.519235 2.19346 0.973601
2073 0 1.07453 -1.27273 1.09285
2074 1 0.0367614 1.15023 0.954737
2075 1 1.25074 2.07729 0.971574
2076 0 -0.332409 -0.663735 0.990847
2077 0 -0.207314 0.647553 0.982729
2078 0 -0.826402 -1.3023 1.00386
2079 0 0.853606 -0.742962 1.05884
2080 1 1.00645 2.69538 0.96406
2081 0 -1.29038 -0.318721 0.946085
2082 2 1.25716 1.89075 1.003
2083 1 1.64967 -1.18082 1.10766
2084 1 -0.98167 0.643908 0.933142
2085 0 0.0636765 -1.66084 1.06561
2086 2 2.99787 2.78904 1.05348
2087 1 -1.13633 1.52889 0.898271
2088 1 0.0799461 0.753295 0.99186
2089 0 -0.164013 -0.451877 1.00806
2090 2 2.05522 2.06556 1.04616
2091 1 1.15531 1.46347 1.00762
2092 0 0.295105 1.66715 0.949154
2093 0 -0.279008 0.456763 0.98066
2094 1 1.99763 2.38367 1.03247
2095 0 -1.88849 0.388084 0.879334
2096 1 0.773794 0.940473 1.0063
2097 2 5.23033 4.37849 1.1184
2098 0 -0.972114 1.81007 0.889689
2099 1 2.50385 0.644641 1.11487
2100 1 -0.500609 2.07097 0.916258
2101 1 1.00386 0.150228 1.03756
2102 2 1.38303 2.08023 1.00338
2103 2 3.72777 -0.270394 1.19135
2104 0 -1.69083 -0.786603 0.949301
2105 0 -1.60366 -0.274599 0.922689
2106 1 -0.261848 1.48051 0.941617
2107 0 -0.549154 1.52562 0.925327
2108 1 -0.550671 1.65309 0.930645
2109 0 0.771319 0.410662 1.01661
2110 0 0.896002 1.10673 1.01522
2111 0 0.825604 -0.735192 1.07777
2112 1 1.27054 0.0508082 1.06452
2113 1 2.15055 0.0189556 1.10045
2114 2 1.42952 0.338287 1.07351
2115 2 1.85749 1.85109 1.0413
2116 0 -0.407495 -0.940862 1.00609
2117 1 1.35167 0.107681 1.06566
2118 0 0.294052 -0.992699 1.0368
2119 1 1.82751 1.96447 1.03178
2120 1 -1.08976 1.51294 0.886847
2121 0 0.431487 -0.605907 1.02362
2122 1 0.962123 1.0981 0.98854
2123 2 -0.444186 2.95586 0.890262
2124 1 0.416112 1.13501 0.986256
2125 0 -1.34854 0.0764302 0.930513
2126 1 1.42752 -0.398746 1.09016
2127 2 1.51732 1.53498 1.03632
2128 0 -0.896699 0.659723 0.9423
2129 0 -1.24909 1.16831 0.88363
2130 1 0.346352 -0.392392 1.03473
2131 0 -0.46144 -0.0438585 0.980676
2132 1 1.50478 3.04448 1.00232
2133 0 -0.104034 -0.381631 1.00569
2134 1 1.59569 1.07252 1.04486
2135 1 0.144763 1.16495 0.987288
2136 1 0.952616 2.58336 0.979724
2137 2 2.23062 4.02045 1.00382
2138 1 2.54901 0.80989 1.11499
2139 1 0.727625 0.943818 0.981848
2140 2 1.82566 1.1436 1.06069
2141 2 0.304563 1.59761 0.950792
2142 0 -0.758569 0.0598059 0.966789
2143 0 1.83188 -1.09403 1.13592
2144 1 2.15458 2.16627 1.04582
2145 1 1.03936 0.794248 1.01847
2146 1 1.36069 0.78247 1.05489
2147 1 2.55168 -0.448821 1.14791
2148 1 1.11214 0.0327734 1.04578
